[SYS] 2026/01/21 - 01:24:19 | initializing token encoders 
[GIN] 2026/01/24 - 13:52:37 | 20260124135237639854364oBfSpCVR | 200 |     717.006µs |  154.64.226.184 |    POST /api/user/login?turnstile=
[SYS] 2026/01/24 - 13:52:38 | syncing options from database 
[GIN] 2026/01/24 - 13:52:39 | 202601241352394073463304ZkWiOhG | 200 |     832.544µs |  154.64.226.184 |    POST /api/user/login?turnstile=
[GIN] 2026/01/24 - 13:52:41 | 202601241352413331236666Nuxze8w | 200 |     748.936µs |  154.64.226.184 |    POST /api/user/login?turnstile=
[GIN] 2026/01/24 - 13:52:43 | 2026012413524376850163Ni6h1PEj | 200 |     912.324µs |  154.64.226.184 |    POST /api/user/login?turnstile=
[GIN] 2026/01/24 - 13:52:44 | 20260124135244434379861fhRSvKl4 | 200 |      893.98µs |  154.64.226.184 |    POST /api/user/login?turnstile=
[GIN] 2026/01/24 - 13:52:46 | 20260124135246541910031oLYR5JOD | 200 |      719.63µs |  154.64.226.184 |    POST /api/user/login?turnstile=
[SYS] 2026/01/24 - 13:52:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:52:47 | 任务进度轮询完成 
[GIN] 2026/01/24 - 13:52:47 | 20260124135247969992128PjrA1x1q | 200 |     807.997µs |  154.64.226.184 |    POST /api/user/login?turnstile=
[GIN] 2026/01/24 - 13:52:49 | 20260124135249417729327v0Z3Myra | 200 |     713.579µs |  154.64.226.184 |    POST /api/user/login?turnstile=
[GIN] 2026/01/24 - 13:52:50 | 20260124135250940840774a4G3vr5H | 200 |     774.195µs |  154.64.226.184 |    POST /api/user/login?turnstile=
[GIN] 2026/01/24 - 13:52:52 | 20260124135252840036622PWlGw3iG | 429 |     183.627µs |  154.64.226.184 |    POST /api/user/login?turnstile=
[SYS] 2026/01/24 - 13:53:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:53:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:53:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:53:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:53:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:53:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:53:38 | syncing options from database 
[SYS] 2026/01/24 - 13:53:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:53:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:54:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:54:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:54:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:54:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:54:23 | 正在更新数据看板数据... 
[SYS] 2026/01/24 - 13:54:23 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/24 - 13:54:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:54:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:54:38 | syncing options from database 
[SYS] 2026/01/24 - 13:54:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:54:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:55:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:55:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:55:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:55:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:55:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:55:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:55:38 | syncing options from database 
[SYS] 2026/01/24 - 13:55:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:55:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:56:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:56:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:56:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:56:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:56:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:56:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:56:38 | syncing options from database 
[SYS] 2026/01/24 - 13:56:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:56:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:57:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:57:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:57:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:57:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:57:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:57:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:57:38 | syncing options from database 
[SYS] 2026/01/24 - 13:57:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:57:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:58:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:58:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:58:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:58:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:58:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:58:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:58:38 | syncing options from database 
[SYS] 2026/01/24 - 13:58:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:58:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:59:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:59:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:59:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:59:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:59:23 | 正在更新数据看板数据... 
[SYS] 2026/01/24 - 13:59:23 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/24 - 13:59:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:59:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 13:59:38 | syncing options from database 
[SYS] 2026/01/24 - 13:59:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 13:59:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:00:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:00:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:00:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:00:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:00:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:00:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:00:38 | syncing options from database 
[SYS] 2026/01/24 - 14:00:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:00:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:01:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:01:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:01:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:01:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:01:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:01:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:01:38 | syncing options from database 
[SYS] 2026/01/24 - 14:01:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:01:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:02:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:02:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:02:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:02:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:02:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:02:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:02:38 | syncing options from database 
[SYS] 2026/01/24 - 14:02:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:02:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:03:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:03:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:03:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:03:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:03:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:03:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:03:38 | syncing options from database 
[SYS] 2026/01/24 - 14:03:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:03:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:04:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:04:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:04:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:04:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:04:23 | 正在更新数据看板数据... 
[SYS] 2026/01/24 - 14:04:23 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/24 - 14:04:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:04:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:04:38 | syncing options from database 
[SYS] 2026/01/24 - 14:04:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:04:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:05:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:05:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:05:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:05:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:05:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:05:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:05:38 | syncing options from database 
[SYS] 2026/01/24 - 14:05:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:05:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:06:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:06:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:06:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:06:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:06:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:06:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:06:38 | syncing options from database 
[SYS] 2026/01/24 - 14:06:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:06:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:07:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:07:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:07:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:07:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:07:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:07:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:07:38 | syncing options from database 
[SYS] 2026/01/24 - 14:07:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:07:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:08:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:08:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:08:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:08:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:08:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:08:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:08:38 | syncing options from database 
[SYS] 2026/01/24 - 14:08:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:08:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:09:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:09:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:09:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:09:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:09:23 | 正在更新数据看板数据... 
[SYS] 2026/01/24 - 14:09:23 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/24 - 14:09:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:09:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:09:38 | syncing options from database 
[SYS] 2026/01/24 - 14:09:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:09:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:10:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:10:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:10:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:10:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:10:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:10:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:10:38 | syncing options from database 
[SYS] 2026/01/24 - 14:10:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:10:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:11:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:11:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:11:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:11:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:11:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:11:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:11:38 | syncing options from database 
[SYS] 2026/01/24 - 14:11:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:11:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:12:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:12:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:12:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:12:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:12:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:12:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:12:38 | syncing options from database 
[SYS] 2026/01/24 - 14:12:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:12:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:13:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:13:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:13:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:13:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:13:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:13:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:13:38 | syncing options from database 
[SYS] 2026/01/24 - 14:13:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:13:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:14:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:14:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:14:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:14:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:14:23 | 正在更新数据看板数据... 
[SYS] 2026/01/24 - 14:14:23 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/24 - 14:14:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:14:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:14:38 | syncing options from database 
[SYS] 2026/01/24 - 14:14:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:14:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:15:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:15:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:15:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:15:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:15:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:15:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:15:38 | syncing options from database 
[SYS] 2026/01/24 - 14:15:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:15:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:16:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:16:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:16:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:16:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:16:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:16:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:16:38 | syncing options from database 
[SYS] 2026/01/24 - 14:16:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:16:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:17:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:17:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:17:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:17:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:17:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:17:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:17:38 | syncing options from database 
[SYS] 2026/01/24 - 14:17:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:17:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:18:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:18:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:18:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:18:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:18:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:18:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:18:38 | syncing options from database 
[SYS] 2026/01/24 - 14:18:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:18:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:19:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:19:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:19:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:19:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:19:23 | 正在更新数据看板数据... 
[SYS] 2026/01/24 - 14:19:23 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/24 - 14:19:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:19:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:19:38 | syncing options from database 
[SYS] 2026/01/24 - 14:19:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:19:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:20:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:20:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:20:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:20:17 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:20:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:20:32 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:20:38 | syncing options from database 
[SYS] 2026/01/24 - 14:20:47 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:20:47 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:21:02 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:21:02 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:21:17 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:21:17 | 任务进度轮询完成 
[GIN] 2026/01/24 - 14:21:21 | 20260124142121523227793viVZGUzA | 200 |     467.624µs |  165.227.99.222 | PROPFIND /
[SYS] 2026/01/24 - 14:21:32 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:21:33 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:21:38 | syncing options from database 
[SYS] 2026/01/24 - 14:21:48 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:21:48 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:22:03 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:22:03 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:22:18 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:22:18 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:22:33 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:22:33 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:22:38 | syncing options from database 
[SYS] 2026/01/24 - 14:22:48 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:22:48 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:23:03 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:23:03 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:23:18 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:23:18 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:23:33 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:23:33 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:23:38 | syncing options from database 
[SYS] 2026/01/24 - 14:23:48 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:23:48 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:24:03 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:24:03 | 任务进度轮询完成 
[GIN] 2026/01/24 - 14:24:07 | 2026012414240741676124975sfwDjD | 200 |     515.053µs | 178.128.200.103 | PROPFIND /
[SYS] 2026/01/24 - 14:24:18 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:24:18 | 任务进度轮询完成 
[GIN] 2026/01/24 - 14:24:19 | 20260124142419561706670humkSCGE | 200 |    1.370451ms |   45.156.129.80 |     GET /
[GIN] 2026/01/24 - 14:24:19 | 202601241424199007953089V2vTLQ9 | 200 |     185.591µs |   45.156.129.80 |    POST /mcp
[GIN] 2026/01/24 - 14:24:20 | 20260124142420409140507HBPKoak | 200 |      63.129µs |   45.156.129.80 |     GET /sse
[GIN] 2026/01/24 - 14:24:20 | 20260124142420331497030xx7bIjVM | 200 |    1.577011ms |   45.156.129.82 |     GET /favicon.ico
[SYS] 2026/01/24 - 14:24:23 | 正在更新数据看板数据... 
[SYS] 2026/01/24 - 14:24:23 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/24 - 14:24:33 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:24:33 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:24:38 | syncing options from database 
[SYS] 2026/01/24 - 14:24:48 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:24:48 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:25:03 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:25:03 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:25:18 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:25:18 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:25:33 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:25:33 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:25:38 | syncing options from database 
[SYS] 2026/01/24 - 14:25:48 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:25:48 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:26:03 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:26:03 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:26:18 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:26:18 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:26:33 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:26:33 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:26:38 | syncing options from database 
[SYS] 2026/01/24 - 14:26:48 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:26:48 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:27:03 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:27:03 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:27:18 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:27:18 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:27:33 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:27:33 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:27:38 | syncing options from database 
[SYS] 2026/01/24 - 14:27:48 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:27:48 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:28:03 | 任务进度轮询开始 
[SYS] 2026/01/24 - 14:28:03 | 任务进度轮询完成 
[SYS] 2026/01/24 - 14:28:18 | 任务进度轮询开始 
